sector,name,date,symbol,price_open,price_close,price_high,price_low,high_52wk,low_52wk,market_cap,shares_outstanding,float_shares,weekly_avg_volume,free_float_pct,dividend_yield,eps,net_income_margin,price_to_book,price_to_earnings,peg_ratio
TECHNOLOGY & COMMUNICATION,Symmetry Group Limited,2026-07-20,SYM,11.01,11.38,11.41,10.91,17.04,9.01,3.25B,285.25M,156.89M,1.65M,55,,,,,,
TECHNOLOGY & COMMUNICATION,Systems Limited,2026-07-20,SYS,136,137.26,139,135,174.4,105.98,202.24B,1.47B,957.71M,1.48M,65,1.46,7.86,13.4,3.27,17.45,0.22
TEXTILE SPINNING,Shahzad Textile Mills Limited,2026-07-20,SZTM,98,92.74,98.99,90.46,127.25,36,1.67B,17.97M,1.8M,91.94K,10,,,,,,
TEXTILE SPINNING,Tata Textile Mills Limited,2026-07-20,TATM,128.73,128.65,132.85,127,311,82,7.2B,55.99M,11.2M,34.3K,20,,,,,,
SUGAR & ALLIED INDUSTRIES,Tariq Corporation Limited,2026-07-20,TCORP,21.91,22.87,23,21.05,31.87,15.62,1.51B,66.21M,23.17M,50.23K,35,0,0.85,0.7,0.4,26.82,-1.45
TECHNOLOGY & COMMUNICATION,Telecard Limited,2026-07-20,TELE,8.66,8.82,8.97,8.52,14.09,6.22,2.99B,338.62M,326M,6.26M,96.27,0,0.51,1.67,0.68,17.37,0.69
GLASS & CERAMICS,Tariq Glass Industries Limited,2026-07-20,TGL,189.92,188.9,189.92,186.13,291.5,128,32.52B,172.17M,68.87M,150.41K,40,3.71,24.49,13.38,1.33,7.71,0.25
CEMENT,Thatta Cement Company Limited,2026-07-20,THCCL,65.6,65.41,66.8,64.75,103.5,42.52,32.61B,498.59M,174.51M,6.37M,35,0,7.24,24.4,3.21,9.04,0.05
SUGAR & ALLIED INDUSTRIES,The Thal Industries Corporation Limited,2026-07-20,TICL,978,939.37,990,902.11,1270,371.99,14.11B,15.02M,226.46K,822.6,1.51,1.06,182.06,7.68,1.14,5.16,0.3
FOOD & PERSONAL CARE PRODUCTS,The Organic Meat Company Limited,2026-07-20,TOMCL,37,37.92,38.25,36.25,75.85,28.3,7.45B,196.34M,107.99M,2.37M,55,0,1.84,2.74,1.13,20.61,2.1
TEXTILE COMPOSITE,Towellers Limited,2026-07-20,TOWL,122,122.51,125,122,195.95,92.5,2.08B,17M,3.4M,7.67K,20,,,,,,
REAL ESTATE INVESTMENT TRUST,TPL REIT Fund I,2026-07-20,TPLRF1,10.09,10.23,10.29,9.82,18.39,7.5,18.77B,1.83B,1.38B,15.09M,75,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Treet Corporation Limited,2026-07-20,TREET,22.66,22.59,22.79,22.25,37,19.55,8.38B,371.03M,185.51M,2.1M,50,0,1.29,1.81,1.03,17.45,0.49
MODARABAS,Trust Modaraba,2026-07-20,TRSM,15.3,15.14,15.4,14.9,71.65,8,451.17M,29.8M,23.84M,767.39K,80,,,,,,
MISCELLANEOUS,United Brands Limited,2026-07-20,UBDL,24,23.65,24,23.05,34.5,20.01,2.17B,91.8M,4.59M,6.68K,5,,,,,,
MISCELLANEOUS,UDL International Limited,2026-07-20,UDLI,18.25,17.9,18.25,17.8,25.5,8.31,628.66M,35.12M,14.05M,57.31K,40,,,,,,
MISCELLANEOUS,United Distributors Pakistan Limited,2026-07-20,UDPL,122,121.8,122,116.55,168.99,72,4.3B,35.27M,5.29M,14.31K,15,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Unity Foods Limited,2026-07-20,UNITY,10.01,10.02,10.09,9.8,31.74,7.51,11.96B,1.19B,537.32M,5.39M,45,0,1.6,2.34,0.64,6.27,0.11
FOOD & PERSONAL CARE PRODUCTS,Unilever Pakistan Foods Limited,2026-07-20,UPFL,25004,25440,25478,25004,36971.47,22562.78,162.05B,6.37M,521.22K,41.4,8.18,5.73,1001.9,14.74,19.12,25.39,1.01
OIL & GAS MARKETING COMPANIES,Wafi Energy Pakistan Limited,2026-07-20,WAFI,181,183.54,184,180.9,260,165,39.28B,214.02M,32.1M,90.21K,15,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Wahdat Poultry Farm Limited,2026-07-20,WAHDAT,17.8,17.18,17.8,16.26,21.78,16.26,5.76B,335.22M,83.81M,412.59K,25,,,,,,
CHEMICAL,Wah Noble Chemicals Limited,2026-07-20,WAHN,291,291.01,294,291,435,225.23,2.62B,9M,3.15M,2.86K,35,3.44,51.77,9.43,0.91,5.62,0.35
MODARABAS,Wasl Mobility Modaraba,2026-07-20,WASL,5.91,6.03,6.09,5.75,5.06,4.31,969.13M,160.72M,96.43M,1.91M,60,,,,,,
CABLE & ELECTRICAL GOODS,Waves Corporation Limited,2026-07-20,WAVES,10.45,10.5,10.7,10.25,16.95,8.02,2.95B,281.41M,196.98M,1.47M,70,0,1,5.91,0.3,10.45,-2.16
TEXTILE COMPOSITE,Zahidjee Textile Mills Limited,2026-07-20,ZAHID,84.86,80.69,86.75,78.18,161,32.69,15.45B,191.42M,5.94M,264.47K,3.11,0,7.93,3.96,0.71,10.17,0.77
TECHNOLOGY & COMMUNICATION,Zarea Limited,2026-07-20,ZAL,40.1,39.43,40.1,38.01,79.5,23.11,10.35B,262.5M,65.62M,731.8K,25,,,,,,
FOOD & PERSONAL CARE PRODUCTS,ZIL Limited,2026-07-20,ZIL,353.01,370.96,372.99,353.01,722,300,2.27B,6.12M,306.13K,350.8,5,,,,,,
TEXTILE WEAVING,Zephyr Textiles Limited,2026-07-20,ZTL,19.11,19.25,20.19,19.01,24.48,9.75,1.14B,59.43M,14.86M,124.1K,25,0,-0.82,-0.65,0.46,-23.53,3.23
PHARMACEUTICALS,Abbott Laboratories (Pakistan) Limited,2026-07-21,ABOT,935.25,930.03,950,928,1304,821,91.05B,97.9M,21.17M,30.87K,21.63,4.3,84.85,10.97,2.7,10.96,0.61
CEMENT,Attock Cement Pakistan Limited,2026-07-21,ACPL,225,224.06,227,222.11,325.01,205,30.79B,137.43M,13.74M,87.68K,10,3.79,20.97,6.74,1.29,10.68,0.79
SUGAR & ALLIED INDUSTRIES,Adam Sugar Mills Limited,2026-07-21,ADAMS,68,68,69.5,67.99,90.98,57.25,1.18B,17.29M,3.46M,2.59K,20,5.88,9.29,1.54,0.23,7.32,-6.12
AUTOMOBILE PARTS & ACCESSORIES,Agriauto Industries Limited,2026-07-21,AGIL,155,156.73,158.95,155,198,121.2,5.64B,36M,21.6M,2.59K,60,1.12,24.75,5.37,0.84,6.33,0.48
PHARMACEUTICALS,AGP Limited,2026-07-21,AGP,195,194.67,200,192,258.67,163,54.51B,280M,84M,177.64K,30,4.11,13.41,13.14,3.34,14.52,0.26
AUTOMOBILE ASSEMBLER,Al-Ghazi Tractors Limited,2026-07-21,AGTL,374.9,371.58,376,371.06,497,288,21.54B,57.96M,3.67M,11.85K,6.34,0,35.36,8.63,1.92,10.51,1.27
TEXTILE COMPOSITE,Ahmad Hassan Textile Mills Limited,2026-07-21,AHTM,110.21,110.23,110.23,100.36,134.15,60,933.82M,8.47M,1.27M,9.5K,15,1.36,12.65,2.07,0.39,8.71,-3.06
TECHNOLOGY & COMMUNICATION,Air Link Communication Limited,2026-07-21,AIRLINK,137.01,134.73,138.25,134.57,199,118,53.25B,395.27M,118.58M,1.3M,30,6.68,14.02,6.35,2.91,9.61,
MISCELLANEOUS,Al-Khair Gadoon Limited,2026-07-21,AKGL,0,49.95,0,0,68.75,0,499.5M,10M,1M,26.5,10,,,,,,
SUGAR & ALLIED INDUSTRIES,Al-Noor Sugar Mills Limited,2026-07-21,ALNRS,138.99,135.18,138.99,130.1,144,82,2.77B,20.47M,4.09M,2.02K,20,2.96,13.88,1.67,0.38,9.74,3.93
TEXTILE COMPOSITE,Azgard Nine Limited,2026-07-21,ANL,10.2,10,10.35,9.99,13.7,8.01,4.85B,485.41M,242.7M,255.16K,50,0,1.6,1.96,0.32,6.24,0.39
TEXTILE COMPOSITE,AN Textile Mills Limited,2026-07-21,ANTM,53,55.35,58,52,66.38,20.81,534.68M,9.66M,1.45M,5.43K,15,,,,,,
TEXTILE SPINNING,Arctic Textile Mills Limited,2026-07-21,ARCTM,38.88,37.47,39,36,46.98,24.14,493.66M,13.17M,2.7M,31.4K,20.52,,,,,,
CHEMICAL,Archroma Pakistan Limited,2026-07-21,ARPL,377,378.5,383,376,535,325,13.08B,34.56M,8.64M,4.34K,25,7.93,38.21,4.75,2.7,9.91,4.73
TEXTILE WEAVING,Ashfaq Textile Mills Limited,2026-07-21,ASHT,32.5,32.22,32.5,32.01,70,13.64,1.5B,46.57M,2.33M,4.16K,5,,,,,,
ENGINEERING,Aisha Steel Mills Limited,2026-07-21,ASL,12.77,12.79,13,12.7,15.94,8.51,11.9B,930.78M,279.24M,3.02M,30,0,0.07,0.28,1.19,183.76,-13.75
TEXTILE SPINNING,Asim Textile Mills Limited,2026-07-21,ASTM,25,24.53,26,24.4,41.94,12,372.29M,15.18M,2.28M,153.16K,15,,,,,,
AUTOMOBILE PARTS & ACCESSORIES,Atlas Battery Limited,2026-07-21,ATBA,209.49,209.14,211.99,208,311.98,169.02,7.32B,35.02M,8.75M,6.63K,25,0,2.24,0.23,0.93,93.51,452.67
REFINERY,Attock Refinery Limited,2026-07-21,ATRL,939.99,921.67,973.99,915.21,1005,597.1,98.26B,106.62M,42.65M,1.27M,40,0.81,180.56,6.62,0.57,5.1,-0.01
TECHNOLOGY & COMMUNICATION,Avanceon Limited,2026-07-21,AVN,32.6,32.82,33.19,32.6,54.3,26.5,14.1B,429.67M,150.38M,310.28K,35,3.05,1.02,2.52,0.94,32.17,-11.87
TEXTILE SPINNING,Allawasaya Tex. & Finishing Mills Ltd,2026-07-21,AWTX,1744.6,1586,1744.6,1744.6,1744.6,1270,1.27B,800K,4.5K,1,0.56,0,9.84,0.15,1.01,161.26,-19.42
SUGAR & ALLIED INDUSTRIES,Baba Farid Sugar Mills Limited,2026-07-21,BAFS,478,419.31,506.46,414.4,506.46,64,3.96B,9.45M,472.5K,7.64K,5,0.48,60.89,8.1,1.93,6.89,0.05
LEATHER & TANNERIES,Bata Pakistan Limited,2026-07-21,BATA,969.9,962.41,969.9,960,1750,875,7.28B,7.56M,1.79M,487.2,23.67,0,-368,-15.26,2.41,-2.62,0.12
FOOD & PERSONAL CARE PRODUCTS,Big Bird Foods Limited,2026-07-21,BBFL,42.79,42.46,42.9,42.22,57.35,34,12.69B,298.91M,115.24M,713.62K,38.55,,,,,,
ENGINEERING,Bolan Castings Limited,2026-07-21,BCL,73.9,72.18,73.9,71.1,130.44,56.02,828.09M,11.47M,6.31M,3.88K,55,0,-1.36,-1.1,2.6,-53.24,4.16
ENGINEERING,Beco Steel Limited,2026-07-21,BECO,5.25,5.21,5.25,5.16,73.6,3.9,6.51B,1.25B,437.37M,2.22M,35,,,,,,
CHEMICAL,Berger Paints Pakistan Limited,2026-07-21,BERG,103,101.82,103,100.1,141,80.65,2.5B,24.55M,9.82M,107.14K,40,4.91,12.44,3.37,0.66,8.18,
FOOD & PERSONAL CARE PRODUCTS,Barkat Frisian Agro Limited,2026-07-21,BFAGRO,34,33.81,34.9,33.7,49.25,29.03,10.48B,309.99M,77.5M,420.65K,25,,,,,,
PHARMACEUTICALS,BF Biosciences Limited,2026-07-21,BFBIO,132,129.97,132.49,129.7,189.97,124,11.48B,88.33M,26.5M,80.34K,30,,,,,,
MODARABAS,B.F. Modaraba,2026-07-21,BFMOD,23.65,23.21,23.7,23.2,38.84,10,174.43M,7.52M,2.63M,128.21K,35,,,,,,
TEXTILE COMPOSITE,Bhanero Textile Mills Limited,2026-07-21,BHAT,800,806.37,825,800,1040,726.06,2.45B,3.04M,152.05K,314.2,5,0,30.09,0.28,0.23,26.8,3.78
CHEMICAL,Biafo Industries Limited,2026-07-21,BIFO,119.21,130.6,130.83,119.21,207.1,79.1,6.06B,46.38M,16.23M,227.82K,35,5.74,9.41,12.78,1.86,13.88,0.58
COMMERCIAL BANKS,BankIslami Pakistan Limited,2026-07-21,BIPL,27.19,27.14,27.42,27,44.1,23.6,30.09B,1.11B,166.31M,526.58K,15,10.13,3.87,5.45,0.65,7.01,
TRANSPORT,Blue-Ex Limited,2026-07-21,BLUEX,7.18,7.29,7.5,7.18,80.85,4.9,2.07B,284.28M,113.71M,7.1M,40,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Bunnys Limited,2026-07-21,BNL,6.51,6.58,6.68,6.5,170.73,6.35,4.4B,668.05M,434.23M,1.52M,65,0,0.67,5.69,1.5,9.86,0.58
WOOLLEN,Bannu Woollen Mills Limited,2026-07-21,BNWM,67.99,66.12,68.99,66.03,91.89,50,628.55M,9.51M,4.75M,8.16K,50,0,-9.58,-7,0.19,-6.9,-0.31
OIL & GAS MARKETING COMPANIES,Burshane LPG (Pakistan) Limited,2026-07-21,BPL,54,55.18,57,54,80.97,20.01,1.24B,22.49M,6.75M,22.82K,30,,,,,,
PROPERTY,B.R.R Guardian Limited,2026-07-21,BRRG,49.75,51.42,52.8,47.1,53.77,27.53,4.89B,95.01M,47.5M,10.67K,50,,,,,,
TEXTILE COMPOSITE,Blessed Textiles Limited,2026-07-21,BTL,1005,955.56,1005,945,1580,275.01,6.15B,6.43M,321.6K,79.25,5,0,-35.67,-0.77,0.81,-26.79,
CHEMICAL,Buxly Paints Limited,2026-07-21,BUXL,170,170.32,180,170,274.4,133.02,245.26M,1.44M,576K,4.13K,40,0,-17.12,-4.42,1.5,-9.95,0.11
AUTOMOBILE PARTS & ACCESSORIES,Baluchistan Wheels Limited,2026-07-21,BWHL,229.9,226.59,230,225,257.92,147,3.02B,13.33M,7.33M,19.01K,55,7.5,29.35,14.67,1.28,7.72,0.06
TEXTILE SPINNING,Crescent Cotton Mills Limited,2026-07-21,CCM,64.96,64.86,64.96,63,68.88,34.4,1.47B,22.66M,10.2M,142.46K,45,0,2.96,-0.18,0.21,21.9,-1
"PAPER, BOARD & PACKAGING",Century Paper & Board Mills Limited,2026-07-21,CEPB,28.52,28.28,29.28,28.19,46.7,24.59,11.36B,401.71M,120.51M,476.17K,30,0,-1.87,-1.96,0.87,-15.13,1.01
TEXTILE SPINNING,Crescent Fibres Limited,2026-07-21,CFL,55.05,58.89,59.99,55.05,94.01,45.1,731.29M,12.42M,3.73M,571.4,30,0,-49.59,-18.39,0.19,-1.19,0.03
SUGAR & ALLIED INDUSTRIES,Chashma Sugar Mills Limited,2026-07-21,CHAS,107.4,106.62,110,106,160.49,56.01,3.06B,28.69M,4.3M,12.75K,15,0,-57.51,-5.08,0.3,-1.85,-0.16
CEMENT,Cherat Cement Company Limited,2026-07-21,CHCC,312.98,309.98,319,306,390,225,60.23B,194.3M,116.58M,276.33K,60,1.77,37.91,19.73,1.6,8.18,0.31
FOOD & PERSONAL CARE PRODUCTS,Clover Pakistan Limited,2026-07-21,CLOV,7.75,7.6,7.75,7.6,88.64,6.59,2.96B,389.29M,214.11M,778.35K,55,0,0.61,4.44,4.06,12.44,-0.31
REFINERY,Cnergyico PK  Limited,2026-07-21,CNERGY,10.66,9.96,11.11,9.85,11.11,5.87,54.71B,5.49B,1.37B,115.08M,25,0,2.78,4.49,0.24,3.58,0.07
FOOD & PERSONAL CARE PRODUCTS,Colgate-Palmolive (Pakistan) Limited,2026-07-21,COLG,1240,1234.45,1244.99,1232,1335,1050,299.69B,242.77M,24.28M,4.7K,10,4.74,73.22,14.79,8.21,16.86,0.36
PHARMACEUTICALS,Citi Pharma Ltd.,2026-07-21,CPHL,75.44,74.99,75.99,74.9,104.25,69.25,17.13B,228.46M,114.23M,685.81K,50,4.67,4.8,7.92,1.56,15.62,
"PAPER, BOARD & PACKAGING",Cherat Packaging Limited,2026-07-21,CPPL,106,106.84,108.74,106,126.15,64.79,5.25B,49.1M,29.46M,368.88K,60,2.81,1.5,0.52,0.6,71.25,-5.31
TEXTILE COMPOSITE,The Crescent Textile Mills Limited,2026-07-21,CRTM,78.15,78.93,79.99,78.15,96.5,16.6,7.89B,100M,60M,24.52K,60,0,1.31,0.69,0.62,60.35,-8.18
ENGINEERING,Crescent Steel & Allied Products Limited,2026-07-21,CSAP,103,103.15,105,102.75,143.5,78.25,8.01B,77.63M,34.93M,170.09K,45,7.27,5.08,4.79,0.89,20.29,2.87
CHEMICAL,Data Agro Limited,2026-07-21,DAAG,87,84.96,89,82.05,120.25,52,339.84M,4M,970.7K,998,24.27,,,,,,
ENGINEERING,Dadex Eternit Limited,2026-07-21,DADX,90,89.42,96.99,88,121.88,42.75,962.52M,10.76M,538.2K,1.5K,5,0,-30.29,-37.21,3.71,-2.95,0.05
CEMENT,Dewan Cement Limited,2026-07-21,DCL,10.89,11.06,11.5,10.51,16.31,6.61,6.02B,544.11M,190.44M,3.94M,35,0,-2.37,-4.8,0.24,-4.67,0.04
REAL ESTATE INVESTMENT TRUST,Dolmen City REIT,2026-07-21,DCR,38.75,38.6,38.79,38.1,41.8,27.9,85.83B,2.22B,555.92M,438.89K,25,6.68,2.31,78.71,1.13,16.7,
TEXTILE SPINNING,Dewan Farooque Spinning Mills Limited,2026-07-21,DFSM,16.9,18.15,18.15,16.5,35.24,3.75,1.77B,97.75M,34.21M,4.93M,35,,,,,,
CEMENT,D.G. Khan Cement Company Limited,2026-07-21,DGKC,211.5,206.51,213.85,205.8,275.75,145.1,90.48B,438.12M,219.06M,4.44M,50,0.97,27.64,14.23,0.81,7.47,0.26
TEXTILE SPINNING,Din Textile Mills Limited,2026-07-21,DINT,68.88,67.2,68.88,66.26,102.76,41.36,3.53B,52.47M,7.87M,1.6K,15,0,-3.91,-0.63,0.5,-17.17,-1.76
TEXTILE SPINNING,D.M. Corporation Limited.,2026-07-21,DMC,185.26,187.2,200,185.25,351.9,43.05,571.41M,3.05M,915.73K,313.6,30,,,,,,
CEMENT,Dandot Cement Company Limited,2026-07-21,DNCC,17.82,17.22,18.2,17.17,28.07,14,5.45B,316.36M,94.91M,104.94K,30,0,-0.39,-1.76,2.63,-43.82,-0.3
CHEMICAL,Descon Oxychem Limited,2026-07-21,DOL,29.97,29.05,30.29,29,41,25.36,5.08B,175.03M,52.51M,169.82K,30,13.77,2.55,8.79,1.7,11.41,-3.87
CHEMICAL,Dynea Pakistan Limited,2026-07-21,DYNO,345,350.12,350.85,345,366.9,254.3,6.61B,18.87M,12.27M,9.15K,65,4.64,55.14,7.33,1.22,6.35,0.68
MISCELLANEOUS,Ecopack Limited,2026-07-21,ECOP,50,51.15,52.76,50,78.25,33.82,2.47B,48.26M,36.19M,70.35K,75,3.91,7.67,5.37,1.36,6.66,0.15
FERTILIZER,Engro Fertilizers Limited,2026-07-21,EFERT,191.51,190.94,193.34,190,263.3,187,254.96B,1.34B,600.88M,712.69K,45,7.72,17.26,9.42,5.97,11.06,-1.59
TEXTILE SPINNING,Elahi Cotton Mills Limited,2026-07-21,ELCM,216.1,227.34,234.75,216.1,343.44,124,295.54M,1.3M,260K,413.6,20,0,-24.15,-3.34,4.36,-9.41,0.14
TEXTILE SPINNING,Ellcot Spinning Mills Limited,2026-07-21,ELSM,125,120,129.99,111.7,138,99,1.31B,10.95M,3.29M,464.25,30,3.33,3.97,0.28,0.3,30.19,-27.83
CABLE & ELECTRICAL GOODS,Emco Industries Limited,2026-07-21,EMCO,52.93,51.53,52.94,51.5,98.89,31.29,1.8B,35M,10.5M,64.56K,30,,,,,,
INV. BANKS / INV. COS. / SECURITIES COS.,Engro Holdings Limited,2026-07-21,ENGROH,279,278.55,283.1,278,302.5,205.25,335.44B,1.2B,903.17M,2.52M,75,0,53.18,10.18,,5.24,0.31
CHEMICAL,Engro Polymer & Chemicals Limited,2026-07-21,EPCL,33.27,32.72,33.6,32.5,39.32,27.01,29.74B,908.92M,227.23M,1.4M,25,0,-2.97,-3.28,1.43,-11,1.03
POWER GENERATION & DISTRIBUTION,Engro Powergen Qadirpur Limited,2026-07-21,EPQL,25.99,25.96,26.15,25.9,34.98,22.3,8.41B,323.8M,161.9M,399.71K,50,45.26,1.86,5.05,0.74,13.94,-4.96
AUTOMOBILE PARTS & ACCESSORIES,Exide Pakistan Limited,2026-07-21,EXIDE,518,518.5,530,511.6,900,365,4.03B,7.77M,1.94M,4.39K,25,0.96,55.53,2.2,0.54,9.34,
COMMERCIAL BANKS,Faysal Bank Limited,2026-07-21,FABL,99.9,100.46,103.99,99.2,106,69.33,152.47B,1.52B,531.19M,811.62K,35,6.47,15.03,11.4,1.34,6.69,
MODARABAS,First Al-Noor Modaraba,2026-07-21,FANM,7.51,7.7,8,7.51,10.83,4.25,177.87M,23.1M,11.55M,410.84K,50,,,,,,
TEXTILE COMPOSITE,Faisal Spinning Mills Limited,2026-07-21,FASM,323,310.84,323,310,430,240.02,3.11B,10M,1M,2.78K,10,0,-52.85,-1.19,0.3,-5.88,-1.53
FERTILIZER,Fatima Fertilizer Company Limited,2026-07-21,FATIMA,156.51,156.18,159.95,154.5,192.8,106.5,327.98B,2.1B,315M,1.43M,15,6.08,17.58,13.62,1.89,8.88,0.25
CEMENT,Fauji Cement Company Limited,2026-07-21,FCCL,54,54.7,55.15,54,62.84,36.26,134.17B,2.45B,858.5M,6.74M,35,2.29,5.99,16.04,1.46,9.13,0.08
FOOD & PERSONAL CARE PRODUCTS,Frieslandcampina Engro Pakistan Limited,2026-07-21,FCEPL,103.87,104.09,105.8,102.9,118.01,63.86,79.79B,766.6M,76.66M,306.84K,10,3.36,4.51,3.23,4.24,23.08,0.66
CABLE & ELECTRICAL GOODS,Fast Cables Limited,2026-07-21,FCL,24.25,24.03,24.27,23.86,28.56,19.65,15.49B,644.58M,161.14M,700.09K,25,,,,,,
MODARABAS,First Elite Capital Modaraba,2026-07-21,FECM,17.74,17.85,17.99,17.68,57.06,11.75,202.42M,11.34M,8.51M,10.84K,75,,,,,,
CEMENT,Fecto Cement Limited,2026-07-21,FECTC,103.5,104.83,106.9,103.5,195.75,72,5.26B,50.16M,12.54M,105.9K,25,1.91,14,5.6,1.04,7.49,-0.06
MODARABAS,First Equity Modaraba,2026-07-21,FEM,11,11.21,11.98,11,17.7,4.8,587.85M,52.44M,36.71M,61.32K,70,,,,,,
PHARMACEUTICALS,Ferozsons Laboratories Limited,2026-07-21,FEROZ,400,384.68,400,380,475,293.01,16.72B,43.47M,17.39M,9.48K,40,1.04,21.66,4.15,1.29,17.76,0.79
FERTILIZER,Fauji Fertilizer Company Limited,2026-07-21,FFC,553.22,550.21,556,549.51,685,425,791.76B,1.44B,791.46M,1.38M,55,7,59.83,16.49,2.9,9.2,0.14
FOOD & PERSONAL CARE PRODUCTS,Fauji Foods Limited,2026-07-21,FFL,16.48,16.69,16.9,16.48,23.93,14,42.06B,2.52B,503.99M,2.01M,20,0,0.44,3.79,3.84,37.54,-0.11
MODARABAS,First Fidelity Leasing Modaraba,2026-07-21,FFLM,14.06,14.77,15.4,14.06,27.23,4.4,390.13M,26.41M,17.17M,430.89K,65,,,,,,
MODARABAS,First Habib Modaraba,2026-07-21,FHAM,33.15,33.14,33.15,31.51,39.49,23.81,3.67B,110.83M,94.21M,8.07K,85,6.79,7.53,17.05,0.6,4.4,0.11
MODARABAS,First IBL Modaraba,2026-07-21,FIBLM,14.8,15.27,15.27,14.53,22.24,5.51,331.17M,21.69M,10.84M,332.66K,50,0,0.94,43.94,1.33,16.3,0.42
MODARABAS,First Imrooz Modaraba,2026-07-21,FIMM,200,200,200,200,397.69,173.39,600M,3M,900K,99.4,30,,,,,,
CEMENT,Flying Cement Company Limited,2026-07-21,FLYNG,42.9,43.5,43.5,42.9,61,39.2,30.22B,694.8M,104.22M,17.02K,15,0,1.29,5.99,2.35,33.68,0.12
TEXTILE COMPOSITE,Feroze1888 Mills Limited,2026-07-21,FML,56,56.27,57.89,56,86,34.05,22.47B,399.41M,39.94M,91.14K,10,0,0.46,0.27,0.66,122.19,-25.65
MODARABAS,First Punjab Modaraba,2026-07-21,FPJM,10.58,10.72,11.47,10.55,14.99,4.23,364.69M,34.02M,13.61M,3.17M,40,0,-3.22,-38.72,-0.79,-3.33,0.45
MODARABAS,First Paramount Modaraba,2026-07-21,FPRM,13.6,13.32,14.21,13.11,16.99,9,183.66M,13.79M,6.2M,54.93K,45,,,,,,
GLASS & CERAMICS,Frontier Ceramics Limited,2026-07-21,FRCL,95.8,98.46,103,95.8,118.45,38.31,3.73B,37.87M,1.89M,3.03K,5,,,,,,
SUGAR & ALLIED INDUSTRIES,Faran Sugar Mills Limited,2026-07-21,FRSM,47,47.7,48.84,47,63.48,34.22,1.88B,39.51M,11.85M,2.97K,30,0,17.31,5.93,0.86,2.76,0.03
MODARABAS,First Treet Manufacturing Modaraba,2026-07-21,FTMM,16.01,16.28,16.75,16.01,23.75,11.14,3.18B,195.6M,9.78M,1.49K,5,9.21,0.5,2.47,1.14,32.84,-1.47
MODARABAS,First Tri-Star Modaraba,2026-07-21,FTSM,32.1,31.15,32.9,29.1,57,11.52,659.23M,21.16M,8.47M,12.32K,40,,,,,,
TEXTILE COMPOSITE,Fazal Cloth Mills Limited,2026-07-21,FZCM,259.8,250.14,259.8,250,376,185.52,7.5B,30M,3M,1.04K,10,0,3.02,0.1,0.15,82.9,40.06
TEXTILE SPINNING,Gadoon Textile Mills Limited,2026-07-21,GADT,279,275.7,280,274.02,530,215,7.73B,28.03M,8.41M,8.67K,30,0,43.77,1.72,0.31,6.3,0.54
AUTOMOBILE ASSEMBLER,Ghandhara Automobiles Limited,2026-07-21,GAL,589,572.67,590,570.51,633,291,32.64B,57M,22.8M,797.37K,40,1.75,117.24,12.52,1.7,4.88,0
SYNTHETIC & RAYON,Gatron (Industries) Limited,2026-07-21,GATI,85.01,84.73,85.5,83.21,167.2,62.55,9.21B,108.73M,16.31M,8.94K,15,0,-10.67,-4.01,0.78,-7.94,-5.51
TEXTILE COMPOSITE,Gul Ahmed Textile Mills Limited,2026-07-21,GATM,27,27.03,27.79,26.9,40.7,16.5,20B,740.06M,185.01M,1.23M,25,0,2.72,1.18,0.39,9.95,0.83
CHEMICAL,Ghani Chemical Industries Limited,2026-07-21,GCIL,36.32,36.45,37.7,36.32,40.6,23.81,20.79B,570.45M,228.18M,3.14M,40,0,5.27,33.37,,6.92,
CHEMICAL,Ghani Chemworld Limited,2026-07-21,GCWL,16.25,16.19,16.49,16.1,25.15,11.75,4.05B,250.14M,111.05M,680.68K,44.39,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Ghani Dairies Limited,2026-07-21,GDL,18.65,18.49,18.8,18.2,33,17.98,7.94B,429.2M,107.3M,600.19K,25,,,,,,
MODARABAS,Burj Clean Energy Modaraba(GEM),2026-07-21,GEMBCEM,11.3,11.25,11.3,11.25,14.5,9.64,1.12B,100M,25M,2.7K,25,,,,,,
POWER GENERATION & DISTRIBUTION,Mughal Energy Limited(GEM),2026-07-21,GEMMEL,27.2,24.73,27.2,27.2,39,19.1,4.8B,194.1M,19.41M,60.5,10,,,,,,
MISCELLANEOUS,The Pakistan Credit Rating Agency Ltd,2026-07-21,GEMPACRA,36,39.62,36,36,49,22,2.95B,74.53M,7.45M,101,10,,,,,,
"PAPER, BOARD & PACKAGING",Pak Agro Packaging Limited(GEM),2026-07-21,GEMPAPL,11.75,11.75,11.75,11.75,19,9,235M,20M,15M,1.04K,75,,,,,,
TEXTILE COMPOSITE,Ghazi Fabrics International Limited,2026-07-21,GFIL,31.99,30.91,32,30.87,35.18,11.1,1.01B,32.64M,3.26M,20.99K,10,,,,,,
GLASS & CERAMICS,Ghani Global Glass Limited,2026-07-21,GGGL,9.09,9.1,9.34,9,14.47,6.7,2.18B,240M,120M,666.89K,50,0,0.54,4.51,0.75,16.99,0.78
